"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Nour Consulting Hotel","Services Professionnels","Consulting","Béni Mellal","96 Av Al Qods, Béni Mellal, Morocco","Entreprise du secteur Consulting basée à Béni Mellal.","","","false","none","Consulting,Béni Mellal"
"Alpha Services Ltd.","Centres d'Appel & BPO","BPO / Call Center","Settat","104 Av Fal Ould Oumeir, Settat, Morocco","Entreprise du secteur BPO / Call Center basée à Settat.","","","false","none","BPO / Call Center,Settat"
"Al Massar BPO / Call Center Immobilier","Centres d'Appel & BPO","BPO / Call Center","Settat","73 Av Hassan II, Settat, Morocco","Entreprise du secteur BPO / Call Center basée à Settat.","","","false","none","BPO / Call Center,Settat"
"Atlas Immobilier SA","Énergie & Environnement","Energy","Errachidia","52 Bd Abdelmoumen, Errachidia, Morocco","Entreprise du secteur Energy basée à Errachidia.","","","false","none","Energy,Errachidia"
"Maroc Clinic Tétouan","Industrie & Chimie","Manufacturing","Tétouan","197 Rue Al Massira, Tétouan, Morocco","Entreprise du secteur Manufacturing basée à Tétouan.","","","false","none","Manufacturing,Tétouan"
"Orient Engineering Université Privée","Services Professionnels","Engineering","Béni Mellal","166 Av Al Qods, Béni Mellal, Morocco","Entreprise du secteur Engineering basée à Béni Mellal.","","","false","none","Engineering,Béni Mellal"
"Groupe Al Massar Express SAS","Technologie & IT","Telecom","Taza","180 Bd Abdelmoumen, Taza, Morocco","Entreprise du secteur Telecom basée à Taza.","","","false","none","Telecom,Taza"
"Al Maghrib Resort Casablanca","Services Professionnels","Consulting","Casablanca","84 Bd Anfa, Casablanca, Morocco","Entreprise du secteur Consulting basée à Casablanca.","","","false","none","Consulting,Casablanca"
"Al Massar Foods Salé","Santé & Bien-être","Healthcare","Salé","99 Rue Al Massira, Salé, Morocco","Entreprise du secteur Healthcare basée à Salé.","","","false","none","Healthcare,Salé"
"Dar Ingénierie SA","Immobilier & Construction","Construction","Tétouan","151 Rue Moulay Youssef, Tétouan, Morocco","Entreprise du secteur Construction basée à Tétouan.","","","false","none","Construction,Tétouan"
"Al Ibtikar Industries Béni Mellal","Industrie & Chimie","Printing & Packaging","Béni Mellal","166 Av Al Qods, Béni Mellal, Morocco","Entreprise du secteur Printing & Packaging basée à Béni Mellal.","","","false","none","Printing & Packaging,Béni Mellal"
"Andalous Smart El Jadida Store","Centres d'Appel & BPO","BPO / Call Center","El Jadida","16 Av Hassan II, El Jadida, Morocco","Entreprise du secteur BPO / Call Center basée à El Jadida.","","","false","none","BPO / Call Center,El Jadida"
"Groupe Rabat Innov Ltd.","Distribution & Commerce","E-commerce","Settat","165 Bd Moulay Ismail, Settat, Morocco","Entreprise du secteur E-commerce basée à Settat.","","","false","none","E-commerce,Settat"
"Al Waha Foods Co.","Distribution & Commerce","Retail","Salé","51 Av Hassan II, Salé, Morocco","Entreprise du secteur Retail basée à Salé.","","","false","none","Retail,Salé"
"Amazigh Trading Ltd.","Distribution & Commerce","Retail","Errachidia","198 Bd Zerktouni, Errachidia, Morocco","Entreprise du secteur Retail basée à Errachidia.","","","false","none","Retail,Errachidia"
"Maghreb Store SA","Distribution & Commerce","Import/Export","Errachidia","85 Rue Ibn Sina, Errachidia, Morocco","Entreprise du secteur Import/Export basée à Errachidia.","","","false","none","Import/Export,Errachidia"
"Al Maghrib Impact Industries","Industrie & Chimie","Mining","Guelmim","119 Rue Ibn Sina, Guelmim, Morocco","Entreprise du secteur Mining basée à Guelmim.","","","false","none","Mining,Guelmim"
"Al Maghrib Holding Temara","Industrie & Chimie","Manufacturing","Temara","140 Rue Ibn Sina, Temara, Morocco","Entreprise du secteur Manufacturing basée à Temara.","","","false","none","Manufacturing,Temara"
"Groupe Vertex Plus SARL","Industrie & Chimie","Pharmaceuticals","Mohammedia","63 Rue Ibn Sina, Mohammedia, Morocco","Entreprise du secteur Pharmaceuticals basée à Mohammedia.","","","false","none","Pharmaceuticals,Mohammedia"
"Al Hospital SA","Banque & Finance","Insurance","Errachidia","62 Av Al Qods, Errachidia, Morocco","Entreprise du secteur Insurance basée à Errachidia.","","","false","none","Insurance,Errachidia"
"Agadir Nettoyage Fès","Services Professionnels","Consulting","Fès","90 Rue Ibn Sina, Fès, Morocco","Entreprise du secteur Consulting basée à Fès.","","","false","none","Consulting,Fès"
"Casa Construction Nettoyage","Immobilier & Construction","Construction","Ksar El Kebir","51 Av Fal Ould Oumeir, Ksar El Kebir, Morocco","Entreprise du secteur Construction basée à Ksar El Kebir.","","","false","none","Construction,Ksar El Kebir"
"Andalous Holding Safi","Services Professionnels","Cleaning Services","Safi","121 Bd Zerktouni, Safi, Morocco","Entreprise du secteur Cleaning Services basée à Safi.","","","false","none","Cleaning Services,Safi"
"Groupe Sahara Pro SARL","Industrie & Chimie","Printing & Packaging","Dakhla","179 Av Al Qods, Dakhla, Morocco","Entreprise du secteur Printing & Packaging basée à Dakhla.","","","false","none","Printing & Packaging,Dakhla"
"Orient One Berkane Systems","Industrie & Chimie","Mining","Berkane","170 Rue Al Massira, Berkane, Morocco","Entreprise du secteur Mining basée à Berkane.","","","false","none","Mining,Berkane"
"Andalous Distribution Ltd.","Industrie & Chimie","Automotive","Salé","91 Rue Al Massira, Salé, Morocco","Entreprise du secteur Automotive basée à Salé.","","","false","none","Automotive,Salé"
"Groupe Global Impact SARL AU","Distribution & Commerce","Import/Export","Mohammedia","30 Av Al Qods, Mohammedia, Morocco","Entreprise du secteur Import/Export basée à Mohammedia.","","","false","none","Import/Export,Mohammedia"
"Premium Pharma Oujda","Hôtels & Hébergement","Hospitality","Oujda","187 Bd Anfa, Oujda, Morocco","Entreprise du secteur Hospitality basée à Oujda.","","","false","none","Hospitality,Oujda"
"Casaworks Clinic SARL AU","Banque & Finance","Insurance","Ouarzazate","20 Av Fal Ould Oumeir, Ouarzazate, Morocco","Entreprise du secteur Insurance basée à Ouarzazate.","","","false","none","Insurance,Ouarzazate"
"Omega Impact Agadir Logistique","Hôtels & Hébergement","Hospitality","Agadir","182 Av Fal Ould Oumeir, Agadir, Morocco","Entreprise du secteur Hospitality basée à Agadir.","","","false","none","Hospitality,Agadir"
"Marocain Smart Khemisset Pharma","Santé & Bien-être","Healthcare","Khemisset","76 Bd Zerktouni, Khemisset, Morocco","Entreprise du secteur Healthcare basée à Khemisset.","","","false","none","Healthcare,Khemisset"
"Al Wifaq Build Settat Technologies","Industrie & Chimie","Textiles","Settat","181 Bd Moulay Ismail, Settat, Morocco","Entreprise du secteur Textiles basée à Settat.","","","false","none","Textiles,Settat"
