"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Union Fusion Ifrane Holding","Industrie & Chimie","Manufacturing","Ifrane","92 Av Hassan II, Ifrane, Morocco","Entreprise du secteur Manufacturing basée à Ifrane.","","","false","none","Manufacturing,Ifrane"
"Ibn Import/Export Nettoyage","Distribution & Commerce","Import/Export","Marrakech","47 Bd Abdelmoumen, Marrakech, Morocco","Entreprise du secteur Import/Export basée à Marrakech.","","","false","none","Import/Export,Marrakech"
"Al Atlas Avenir Tétouan Distribution","Industrie & Chimie","Automotive","Tétouan","22 Av Fal Ould Oumeir, Tétouan, Morocco","Entreprise du secteur Automotive basée à Tétouan.","","","false","none","Automotive,Tétouan"
"Sahara Direct Clinic","Services Professionnels","Engineering","Fès","186 Rue Ibn Sina, Fès, Morocco","Entreprise du secteur Engineering basée à Fès.","","","false","none","Engineering,Fès"
"Amazigh Textiles Resort","Industrie & Chimie","Textiles","Meknès","61 Rue Ibn Sina, Meknès, Morocco","Entreprise du secteur Textiles basée à Meknès.","","","false","none","Textiles,Meknès"
"Marrakech Trade Béni Mellal Distribution","Industrie & Chimie","Mining","Béni Mellal","8 Bd Anfa, Béni Mellal, Morocco","Entreprise du secteur Mining basée à Béni Mellal.","","","false","none","Mining,Béni Mellal"
"Al Fath Sud Distribution","Santé & Bien-être","Healthcare","Temara","54 Av Fal Ould Oumeir, Temara, Morocco","Entreprise du secteur Healthcare basée à Temara.","","","false","none","Healthcare,Temara"
"Vertex Solutions SARL","Technologie & IT","Telecom","Nador","43 Bd Abdelmoumen, Nador, Morocco","Entreprise du secteur Telecom basée à Nador.","","","false","none","Telecom,Nador"
"Ibn Resort Kenitra","Industrie & Chimie","Pharmaceuticals","Kenitra","153 Av Mohammed VI, Kenitra, Morocco","Entreprise du secteur Pharmaceuticals basée à Kenitra.","","","false","none","Pharmaceuticals,Kenitra"
"Dynamiq Innov Dakhla Université Privée","Industrie & Chimie","Automotive","Dakhla","19 Av Fal Ould Oumeir, Dakhla, Morocco","Entreprise du secteur Automotive basée à Dakhla.","","","false","none","Automotive,Dakhla"
"Casaworks Logistique Settat","Santé & Bien-être","Healthcare","Settat","68 Rue Moulay Youssef, Settat, Morocco","Entreprise du secteur Healthcare basée à Settat.","","","false","none","Healthcare,Settat"
"Al Yassir One Print","Banque & Finance","Banking","Khouribga","158 Av Hassan II, Khouribga, Morocco","Entreprise du secteur Banking basée à Khouribga.","","","false","none","Banking,Khouribga"
"Groupe Al Nour Fusion SAS","Hôtels & Hébergement","Hospitality","Tanger","127 Bd Mohammed V, Tanger, Morocco","Entreprise du secteur Hospitality basée à Tanger.","","","false","none","Hospitality,Tanger"
"Union Group Khouribga","Immobilier & Construction","Construction","Khouribga","16 Av Mohammed VI, Khouribga, Morocco","Entreprise du secteur Construction basée à Khouribga.","","","false","none","Construction,Khouribga"
"Nova Partenaires Taza","Industrie & Chimie","Automotive","Taza","120 Bd Moulay Ismail, Taza, Morocco","Entreprise du secteur Automotive basée à Taza.","","","false","none","Automotive,Taza"
"Maroc Pro Errachidia Labs","Services Professionnels","Consulting","Errachidia","194 Rue Al Massira, Errachidia, Morocco","Entreprise du secteur Consulting basée à Errachidia.","","","false","none","Consulting,Errachidia"
"Al Moutamayyiz Tech School","Santé & Bien-être","Healthcare","Fès","89 Rue Ibn Sina, Fès, Morocco","Entreprise du secteur Healthcare basée à Fès.","","","false","none","Healthcare,Fès"
"Al Massar Park Labs","Industrie & Chimie","Automotive","Ksar El Kebir","122 Bd Mohammed V, Ksar El Kebir, Morocco","Entreprise du secteur Automotive basée à Ksar El Kebir.","","","false","none","Automotive,Ksar El Kebir"
"Marrakech Marina Béni Mellal Partenaires","Hôtels & Hébergement","Hospitality","Béni Mellal","23 Bd Zerktouni, Béni Mellal, Morocco","Entreprise du secteur Hospitality basée à Béni Mellal.","","","false","none","Hospitality,Béni Mellal"
"Maghreb Solutions Dakhla","Immobilier & Construction","Construction","Dakhla","16 Av Fal Ould Oumeir, Dakhla, Morocco","Entreprise du secteur Construction basée à Dakhla.","","","false","none","Construction,Dakhla"
"Al Distribution Co.","Services Professionnels","Security Services","Béni Mellal","2 Av Fal Ould Oumeir, Béni Mellal, Morocco","Entreprise du secteur Security Services basée à Béni Mellal.","","","false","none","Security Services,Béni Mellal"
"Amazigh Smart Agadir Groupe","Santé & Bien-être","Healthcare","Agadir","198 Bd Mohammed V, Agadir, Morocco","Entreprise du secteur Healthcare basée à Agadir.","","","false","none","Healthcare,Agadir"
"Elite Automotive Pharma","Industrie & Chimie","Automotive","Fès","24 Av Al Qods, Fès, Morocco","Entreprise du secteur Automotive basée à Fès.","","","false","none","Automotive,Fès"
"Al Fath Mining Logistique","Industrie & Chimie","Mining","Ksar El Kebir","77 Av Fal Ould Oumeir, Ksar El Kebir, Morocco","Entreprise du secteur Mining basée à Ksar El Kebir.","","","false","none","Mining,Ksar El Kebir"
"Nova Market La�youne","Distribution & Commerce","E-commerce","La�youne","124 Bd Anfa, La�youne, Morocco","Entreprise du secteur E-commerce basée à La�youne.","","","false","none","E-commerce,La�youne"
"Al Bahja Innov Nador Digital","Santé & Bien-être","Healthcare","Nador","24 Rue Ibn Sina, Nador, Morocco","Entreprise du secteur Healthcare basée à Nador.","","","false","none","Healthcare,Nador"
"Al Nour Immobilier SA","Services Professionnels","Cleaning Services","Taza","113 Bd Zerktouni, Taza, Morocco","Entreprise du secteur Cleaning Services basée à Taza.","","","false","none","Cleaning Services,Taza"
"Groupe Nour Green SARL","Distribution & Commerce","E-commerce","Ifrane","88 Av Fal Ould Oumeir, Ifrane, Morocco","Entreprise du secteur E-commerce basée à Ifrane.","","","false","none","E-commerce,Ifrane"
"Premium Build La�youne Industries","Services Professionnels","Security Services","La�youne","191 Bd Anfa, La�youne, Morocco","Entreprise du secteur Security Services basée à La�youne.","","","false","none","Security Services,La�youne"
"Al Kheir Build Ifrane Université Privée","Services Professionnels","Consulting","Ifrane","193 Av Mohammed VI, Ifrane, Morocco","Entreprise du secteur Consulting basée à Ifrane.","","","false","none","Consulting,Ifrane"
"Al Amal One Construction","Services Professionnels","Maintenance Services","Guelmim","8 Av Hassan II, Guelmim, Morocco","Entreprise du secteur Maintenance Services basée à Guelmim.","","","false","none","Maintenance Services,Guelmim"
"Al Wifaq School Salé","Industrie & Chimie","Manufacturing","Salé","89 Bd Zerktouni, Salé, Morocco","Entreprise du secteur Manufacturing basée à Salé.","","","false","none","Manufacturing,Salé"
"Al Maghrib Industry Ltd.","Énergie & Environnement","Energy","Fès","54 Av Fal Ould Oumeir, Fès, Morocco","Entreprise du secteur Energy basée à Fès.","","","false","none","Energy,Fès"
"Al Maghrib Healthcare Sécurité","Santé & Bien-être","Healthcare","Larache","90 Rue Ibn Sina, Larache, Morocco","Entreprise du secteur Healthcare basée à Larache.","","","false","none","Healthcare,Larache"
"Al Waha Import/Export Store","Distribution & Commerce","Import/Export","El Jadida","161 Bd Abdelmoumen, El Jadida, Morocco","Entreprise du secteur Import/Export basée à El Jadida.","","","false","none","Import/Export,El Jadida"
"Al Yassir Tech Nador Pharma","Distribution & Commerce","E-commerce","Nador","107 Rue Al Massira, Nador, Morocco","Entreprise du secteur E-commerce basée à Nador.","","","false","none","E-commerce,Nador"
"Al Yassir Trade Kenitra Conseil","Centres d'Appel & BPO","BPO / Call Center","Kenitra","93 Bd Zerktouni, Kenitra, Morocco","Entreprise du secteur BPO / Call Center basée à Kenitra.","","","false","none","BPO / Call Center,Kenitra"
"Al Fath Holding SA","Services Professionnels","Consulting","Temara","71 Av Hassan II, Temara, Morocco","Entreprise du secteur Consulting basée à Temara.","","","false","none","Consulting,Temara"
"Al Ibtikar Import/Export Pharma","Distribution & Commerce","Import/Export","Safi","183 Bd Abdelmoumen, Safi, Morocco","Entreprise du secteur Import/Export basée à Safi.","","","false","none","Import/Export,Safi"
"Al Bahja Packaging Berkane","Hôtels & Hébergement","Hospitality","Berkane","182 Bd Abdelmoumen, Berkane, Morocco","Entreprise du secteur Hospitality basée à Berkane.","","","false","none","Hospitality,Berkane"
"Maroc Partenaires SARL","Services Professionnels","Cleaning Services","Mohammedia","185 Bd Moulay Ismail, Mohammedia, Morocco","Entreprise du secteur Cleaning Services basée à Mohammedia.","","","false","none","Cleaning Services,Mohammedia"
"Rif Smart Group","Technologie & IT","Telecom","Berkane","151 Bd Mohammed V, Berkane, Morocco","Entreprise du secteur Telecom basée à Berkane.","","","false","none","Telecom,Berkane"
"Horizon Nettoyage Kenitra","Distribution & Commerce","Food & Beverage","Kenitra","4 Bd Anfa, Kenitra, Morocco","Entreprise du secteur Food & Beverage basée à Kenitra.","","","false","none","Food & Beverage,Kenitra"
"Al Baraka Prestige Sécurité","Distribution & Commerce","E-commerce","Nador","173 Av Mohammed VI, Nador, Morocco","Entreprise du secteur E-commerce basée à Nador.","","","false","none","E-commerce,Nador"
"Tanger Security Services Partners","Services Professionnels","Security Services","Rabat","170 Rue Moulay Youssef, Rabat, Morocco","Entreprise du secteur Security Services basée à Rabat.","","","false","none","Security Services,Rabat"
"Groupe Al Kheir Express SARL","Services Professionnels","Marketing & Advertising","Oujda","174 Bd Abdelmoumen, Oujda, Morocco","Entreprise du secteur Marketing & Advertising basée à Oujda.","","","false","none","Marketing & Advertising,Oujda"
"Al Bahja Systems Ltd.","Santé & Bien-être","Healthcare","Ksar El Kebir","157 Av Fal Ould Oumeir, Ksar El Kebir, Morocco","Entreprise du secteur Healthcare basée à Ksar El Kebir.","","","false","none","Healthcare,Ksar El Kebir"
"Rif Pro Trading","Industrie & Chimie","Automotive","Rabat","21 Bd Zerktouni, Rabat, Morocco","Entreprise du secteur Automotive basée à Rabat.","","","false","none","Automotive,Rabat"
"Fes Pro Kenitra Technologies","Services Professionnels","Legal Services","Kenitra","102 Av Fal Ould Oumeir, Kenitra, Morocco","Entreprise du secteur Legal Services basée à Kenitra.","","","false","none","Legal Services,Kenitra"
"Groupe Dynamiq Eco SARL AU","Transport & Logistique","Logistics & Transport","Rabat","66 Rue Ibn Sina, Rabat, Morocco","Entreprise du secteur Logistics & Transport basée à Rabat.","","","false","none","Logistics & Transport,Rabat"
"Nour Avenir Meknès Immobilier","Banque & Finance","Accounting & Audit","Meknès","17 Av Al Qods, Meknès, Morocco","Entreprise du secteur Accounting & Audit basée à Meknès.","","","false","none","Accounting & Audit,Meknès"
"Al Bahja Mining Packaging","Industrie & Chimie","Mining","Béni Mellal","103 Bd Zerktouni, Béni Mellal, Morocco","Entreprise du secteur Mining basée à Béni Mellal.","","","false","none","Mining,Béni Mellal"
