"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Al Yassir Capital Dakhla Labs","Services Professionnels","Legal Services","Dakhla","169 Rue Ibn Sina, Dakhla, Morocco","Entreprise du secteur Legal Services basée à Dakhla.","","","false","none","Legal Services,Dakhla"
"Agadir Industries Rabat","Banque & Finance","Accounting & Audit","Rabat","48 Rue Ibn Sina, Rabat, Morocco","Entreprise du secteur Accounting & Audit basée à Rabat.","","","false","none","Accounting & Audit,Rabat"
"Groupe Al Bahja Eco SA","Industrie & Chimie","Pharmaceuticals","Larache","196 Av Al Qods, Larache, Morocco","Entreprise du secteur Pharmaceuticals basée à Larache.","","","false","none","Pharmaceuticals,Larache"
"Tanger Ingénierie Khemisset","Industrie & Chimie","Manufacturing","Khemisset","89 Bd Zerktouni, Khemisset, Morocco","Entreprise du secteur Manufacturing basée à Khemisset.","","","false","none","Manufacturing,Khemisset"
"Tanger Partners El Jadida","Technologie & IT","IT & Software","El Jadida","29 Bd Zerktouni, El Jadida, Morocco","Entreprise du secteur IT & Software basée à El Jadida.","","","false","none","IT & Software,El Jadida"
"Sahara Digital SAS","Éducation & Formation","Education","Berkane","17 Bd Zerktouni, Berkane, Morocco","Entreprise du secteur Education basée à Berkane.","","","false","none","Education,Berkane"
"Al Nour Centre Salé","Centres d'Appel & BPO","BPO / Call Center","Salé","53 Av Al Qods, Salé, Morocco","Entreprise du secteur BPO / Call Center basée à Salé.","","","false","none","BPO / Call Center,Salé"
"Dar Al Impact Foods","Services Professionnels","Maintenance Services","Salé","124 Rue Moulay Youssef, Salé, Morocco","Entreprise du secteur Maintenance Services basée à Salé.","","","false","none","Maintenance Services,Salé"
"Amazigh Partners Co.","Éducation & Formation","Education","Khemisset","11 Bd Moulay Ismail, Khemisset, Morocco","Entreprise du secteur Education basée à Khemisset.","","","false","none","Education,Khemisset"
"Agadir Logistics Foods","Transport & Logistique","Logistics & Transport","Meknès","81 Av Hassan II, Meknès, Morocco","Entreprise du secteur Logistics & Transport basée à Meknès.","","","false","none","Logistics & Transport,Meknès"
"Al Waha Ingénierie SARL","Services Professionnels","Marketing & Advertising","Ifrane","14 Av Al Qods, Ifrane, Morocco","Entreprise du secteur Marketing & Advertising basée à Ifrane.","","","false","none","Marketing & Advertising,Ifrane"
"Sahara Centre Université Privée","Services Professionnels","Legal Services","Taza","1 Bd Abdelmoumen, Taza, Morocco","Entreprise du secteur Legal Services basée à Taza.","","","false","none","Legal Services,Taza"
"Al Express Centre","Industrie & Chimie","Printing & Packaging","Berkane","72 Av Fal Ould Oumeir, Berkane, Morocco","Entreprise du secteur Printing & Packaging basée à Berkane.","","","false","none","Printing & Packaging,Berkane"
"Al Baraka Maintenance Ksar El Kebir","Distribution & Commerce","E-commerce","Ksar El Kebir","72 Bd Moulay Ismail, Ksar El Kebir, Morocco","Entreprise du secteur E-commerce basée à Ksar El Kebir.","","","false","none","E-commerce,Ksar El Kebir"
"Nova Pharmaceuticals Centre","Industrie & Chimie","Pharmaceuticals","Khouribga","9 Bd Abdelmoumen, Khouribga, Morocco","Entreprise du secteur Pharmaceuticals basée à Khouribga.","","","false","none","Pharmaceuticals,Khouribga"
"Al Atlas Fusion Taza Industry","Industrie & Chimie","Automotive","Taza","194 Av Hassan II, Taza, Morocco","Entreprise du secteur Automotive basée à Taza.","","","false","none","Automotive,Taza"
"Tanger Retail Academy","Distribution & Commerce","Retail","Agadir","151 Bd Mohammed V, Agadir, Morocco","Entreprise du secteur Retail basée à Agadir.","","","false","none","Retail,Agadir"
"Elite Media Oujda Distribution","Immobilier & Construction","Real Estate","Oujda","167 Bd Mohammed V, Oujda, Morocco","Entreprise du secteur Real Estate basée à Oujda.","","","false","none","Real Estate,Oujda"
"Casaworks Holding Berkane","Industrie & Chimie","Pharmaceuticals","Berkane","187 Bd Moulay Ismail, Berkane, Morocco","Entreprise du secteur Pharmaceuticals basée à Berkane.","","","false","none","Pharmaceuticals,Berkane"
"Alpha Nettoyage Oujda","Hôtels & Hébergement","Hospitality","Oujda","91 Av Mohammed VI, Oujda, Morocco","Entreprise du secteur Hospitality basée à Oujda.","","","false","none","Hospitality,Oujda"
"Dar Al One Fès Partners","Banque & Finance","Insurance","Fès","111 Bd Zerktouni, Fès, Morocco","Entreprise du secteur Insurance basée à Fès.","","","false","none","Insurance,Fès"
"Dar Services Co.","Services Professionnels","Consulting","Rabat","46 Rue Moulay Youssef, Rabat, Morocco","Entreprise du secteur Consulting basée à Rabat.","","","false","none","Consulting,Rabat"
"Groupe Al Moutamayyiz City SARL","Industrie & Chimie","Textiles","Guelmim","54 Bd Moulay Ismail, Guelmim, Morocco","Entreprise du secteur Textiles basée à Guelmim.","","","false","none","Textiles,Guelmim"
