"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Alpha Media Industries","Technologie & IT","Telecom","Safi","38 Bd Anfa, Safi, Morocco","Entreprise du secteur Telecom basée à Safi.","","","false","none","Telecom,Safi"
"Groupe Al Nour Green SA","Distribution & Commerce","Food & Beverage","Taza","13 Av Hassan II, Taza, Morocco","Entreprise du secteur Food & Beverage basée à Taza.","","","false","none","Food & Beverage,Taza"
"Al Fusion Larache Industries","Industrie & Chimie","Pharmaceuticals","Larache","192 Bd Abdelmoumen, Larache, Morocco","Entreprise du secteur Pharmaceuticals basée à Larache.","","","false","none","Pharmaceuticals,Larache"
"Groupe Textiles Labs","Industrie & Chimie","Textiles","Ifrane","78 Bd Anfa, Ifrane, Morocco","Entreprise du secteur Textiles basée à Ifrane.","","","false","none","Textiles,Ifrane"
"Apex Automotive Labs","Industrie & Chimie","Automotive","Ksar El Kebir","31 Bd Anfa, Ksar El Kebir, Morocco","Entreprise du secteur Automotive basée à Ksar El Kebir.","","","false","none","Automotive,Ksar El Kebir"
"Dar Energy School","Énergie & Environnement","Energy","Nador","154 Rue Moulay Youssef, Nador, Morocco","Entreprise du secteur Energy basée à Nador.","","","false","none","Energy,Nador"
"Fes Print SARL AU","Services Professionnels","Maintenance Services","Oujda","82 Rue Ibn Sina, Oujda, Morocco","Entreprise du secteur Maintenance Services basée à Oujda.","","","false","none","Maintenance Services,Oujda"
"Nova Cleaning Services Immobilier","Services Professionnels","Cleaning Services","Ifrane","113 Av Al Qods, Ifrane, Morocco","Entreprise du secteur Cleaning Services basée à Ifrane.","","","false","none","Cleaning Services,Ifrane"
"Al Maghrib Media Errachidia Engineering","Santé & Bien-être","Healthcare","Errachidia","40 Bd Moulay Ismail, Errachidia, Morocco","Entreprise du secteur Healthcare basée à Errachidia.","","","false","none","Healthcare,Errachidia"
"Tanger Distribution Agadir","Industrie & Chimie","Manufacturing","Agadir","183 Bd Anfa, Agadir, Morocco","Entreprise du secteur Manufacturing basée à Agadir.","","","false","none","Manufacturing,Agadir"
"Sahara Holding SAS","Industrie & Chimie","Textiles","Nador","110 Bd Moulay Ismail, Nador, Morocco","Entreprise du secteur Textiles basée à Nador.","","","false","none","Textiles,Nador"
"Al Wifaq Marina Immobilier","Distribution & Commerce","E-commerce","Oujda","155 Rue Moulay Youssef, Oujda, Morocco","Entreprise du secteur E-commerce basée à Oujda.","","","false","none","E-commerce,Oujda"
"Dynamiq Maintenance Co.","Industrie & Chimie","Manufacturing","Settat","170 Av Mohammed VI, Settat, Morocco","Entreprise du secteur Manufacturing basée à Settat.","","","false","none","Manufacturing,Settat"
"Al Nour Trading Meknès","Services Professionnels","Maintenance Services","Meknès","90 Bd Zerktouni, Meknès, Morocco","Entreprise du secteur Maintenance Services basée à Meknès.","","","false","none","Maintenance Services,Meknès"
"Agadir Capital Ksar El Kebir Université Privée","Industrie & Chimie","Pharmaceuticals","Ksar El Kebir","183 Bd Anfa, Ksar El Kebir, Morocco","Entreprise du secteur Pharmaceuticals basée à Ksar El Kebir.","","","false","none","Pharmaceuticals,Ksar El Kebir"
"Al Bahja Foods SAS","Industrie & Chimie","Printing & Packaging","Temara","30 Av Fal Ould Oumeir, Temara, Morocco","Entreprise du secteur Printing & Packaging basée à Temara.","","","false","none","Printing & Packaging,Temara"
"Groupe Nova Tech Ltd.","Services Professionnels","Engineering","Salé","100 Bd Mohammed V, Salé, Morocco","Entreprise du secteur Engineering basée à Salé.","","","false","none","Engineering,Salé"
"Rabat Consulting Settat","Services Professionnels","Legal Services","Settat","148 Rue Ibn Sina, Settat, Morocco","Entreprise du secteur Legal Services basée à Settat.","","","false","none","Legal Services,Settat"
"Al Manar Impact Hotel","Immobilier & Construction","Construction","Ouarzazate","169 Bd Abdelmoumen, Ouarzazate, Morocco","Entreprise du secteur Construction basée à Ouarzazate.","","","false","none","Construction,Ouarzazate"
"Dynamiq Connect Agadir Store","Industrie & Chimie","Pharmaceuticals","Agadir","29 Bd Anfa, Agadir, Morocco","Entreprise du secteur Pharmaceuticals basée à Agadir.","","","false","none","Pharmaceuticals,Agadir"
"Groupe Sahara Plus Co.","Services Professionnels","Maintenance Services","Khouribga","166 Bd Zerktouni, Khouribga, Morocco","Entreprise du secteur Maintenance Services basée à Khouribga.","","","false","none","Maintenance Services,Khouribga"
"Al Yassir Manufacturing Nettoyage","Industrie & Chimie","Manufacturing","Tanger","14 Bd Mohammed V, Tanger, Morocco","Entreprise du secteur Manufacturing basée à Tanger.","","","false","none","Manufacturing,Tanger"
"Global Royal Store","Immobilier & Construction","Real Estate","Ouarzazate","27 Bd Abdelmoumen, Ouarzazate, Morocco","Entreprise du secteur Real Estate basée à Ouarzazate.","","","false","none","Real Estate,Ouarzazate"
"Groupe Tanger Fusion SAS","Banque & Finance","Banking","Dakhla","28 Rue Al Massira, Dakhla, Morocco","Entreprise du secteur Banking basée à Dakhla.","","","false","none","Banking,Dakhla"
"Marocain Université Privée Nador","Énergie & Environnement","Energy","Nador","184 Av Fal Ould Oumeir, Nador, Morocco","Entreprise du secteur Energy basée à Nador.","","","false","none","Energy,Nador"
"Nour Innov Ingénierie","Services Professionnels","Cleaning Services","Béni Mellal","19 Rue Al Massira, Béni Mellal, Morocco","Entreprise du secteur Cleaning Services basée à Béni Mellal.","","","false","none","Cleaning Services,Béni Mellal"
